date|score
1994-01-20|0.0
1994-01-25|0.0
1994-01-27|0.0
1994-01-31|0.0
1994-02-10|0.0
1994-02-17|0.0
1994-02-21|0.0
1994-02-24|0.0
1994-02-28|0.0
1994-03-01|0.0
1994-03-03|0.0
1994-03-10|0.0
1994-03-17|0.0
1994-03-30|0.0
1994-04-03|0.0
1994-04-07|0.0
1994-04-14|0.0
1994-04-17|0.0
1994-04-18|0.0
1994-04-26|0.0
1994-04-27|0.0
1994-04-29|0.0
1994-05-05|0.0
1994-05-09|0.0
1994-05-12|0.0
1994-05-19|0.0
1994-05-31|0.0
1994-06-09|0.0
1994-06-14|0.0
1994-06-16|0.0
1994-06-21|0.0
1994-06-27|0.0
1994-07-07|0.0
1994-07-08|0.0
1994-07-14|0.0
1994-07-27|0.0
1994-07-28|0.0
1994-08-01|0.0
1994-08-11|0.0
1994-08-16|0.0
1994-08-18|0.0
1994-08-24|0.0
1994-08-30|0.0
1994-09-01|0.0
1994-09-08|0.0
1994-09-15|0.0
1994-09-29|0.0
1994-09-30|0.0
1994-10-02|0.0
1994-10-13|0.0
1994-10-20|0.0
1994-10-31|0.0
1994-11-01|0.0
1994-11-04|0.0
1994-11-09|0.0
1994-11-10|0.0
1994-11-13|0.0
1994-11-17|0.0
1994-11-18|0.0
1994-11-27|0.0
1994-12-01|0.0
1994-12-02|0.0
1994-12-08|0.0
1994-12-15|0.0
1994-12-16|0.0
1994-12-21|-0.9998689889907837
1995-01-01|-0.006425595736201805
1995-01-12|0.0
1995-01-17|0.0
1995-02-03|0.0
1995-02-09|0.0
1995-02-13|0.0
1995-02-16|0.0
1995-02-23|0.0
1995-02-27|0.0
1995-03-08|0.0
1995-03-09|0.0
1995-03-12|0.0
1995-03-16|0.0
1995-03-30|0.0
1995-04-01|0.0
1995-04-06|0.0
1995-04-09|0.0
1995-04-10|0.0
1995-04-11|0.0
1995-04-13|0.0
1995-04-16|0.0
1995-05-01|0.0
1995-05-02|0.0
1995-05-11|0.0
1995-05-15|0.0
1995-05-18|0.0
1995-06-01|0.0
1995-06-02|0.0
1995-06-05|0.0
1995-06-08|0.0
1995-06-15|0.0
1995-06-29|0.0
1995-07-12|0.0
1995-07-13|0.0
1995-07-14|0.0
1995-07-20|0.0
1995-07-21|0.0
1995-08-01|0.0
1995-08-04|0.0
1995-08-10|0.0
1995-08-17|0.0
1995-09-01|0.0
1995-09-07|0.0
1995-09-14|0.0
1995-10-03|0.0
1995-10-12|0.0
1995-10-13|0.0
1995-10-19|0.0
1995-10-20|0.0
1995-10-23|0.0
1995-11-06|0.0
1995-11-09|0.0
1995-11-13|0.0
1995-11-16|0.0
1995-11-24|0.0
1995-12-01|0.0
1995-12-07|0.0
1995-12-14|0.0
1995-12-20|0.0
1996-01-01|0.12197481526268852
1996-01-11|0.0
1996-01-14|0.0
1996-01-18|0.0
1996-01-21|0.0
1996-01-30|0.0
1996-01-31|0.0
1996-02-01|0.0
1996-02-08|0.0
1996-02-15|0.0
1996-02-18|0.0
1996-02-21|0.0
1996-02-26|0.0
1996-02-29|0.0
1996-03-08|0.0
1996-03-14|0.0
1996-03-21|0.0
1996-04-01|0.0
1996-04-02|0.0
1996-04-11|0.0
1996-04-18|0.0
1996-05-07|0.0
1996-05-09|0.0
1996-05-10|0.0
1996-05-13|0.0
1996-05-16|0.0
1996-05-26|0.0
1996-05-31|0.0
1996-06-01|0.0
1996-06-05|0.0
1996-06-06|0.0
1996-06-13|0.0
1996-07-01|0.0
1996-07-07|0.0
1996-07-09|0.0
1996-07-11|0.0
1996-07-18|0.0
1996-07-19|0.0
1996-07-28|0.0
1996-07-31|0.0
1996-08-08|0.0
1996-08-15|0.0
1996-08-26|0.0
1996-08-30|0.0
1996-09-08|0.0
1996-09-09|0.0
1996-09-12|0.0
1996-09-19|0.0
1996-09-30|0.0
1996-10-09|0.0
1996-10-10|0.0
1996-10-17|0.0
1996-10-20|0.0
1996-10-31|0.0
1996-11-07|0.0
1996-11-11|0.0
1996-11-13|0.0
1996-11-14|0.0
1996-11-29|0.0
1996-12-03|0.0
1996-12-08|0.0
1996-12-12|0.0
1996-12-17|0.0
1996-12-19|0.0
1996-12-23|-0.9997994303703308
1996-12-24|0.0
1997-01-01|0.03225767804730323
1997-01-05|0.0
1997-01-10|0.0
1997-01-12|0.0
1997-01-16|0.0
1997-01-23|0.0
1997-01-29|0.0
1997-01-31|0.0
1997-02-06|0.0
1997-02-10|0.0
1997-02-13|0.0
1997-02-18|0.0
1997-02-20|0.0
1997-02-28|0.0
1997-03-06|0.0
1997-03-13|0.0
1997-03-20|0.0
1997-03-27|0.0
1997-04-06|0.0
1997-04-10|0.0
1997-04-11|0.0
1997-04-15|0.0
1997-04-17|0.0
1997-04-29|0.0
1997-04-30|0.0
1997-05-01|0.0
1997-05-08|0.0
1997-05-12|0.0
1997-05-15|0.0
1997-05-28|0.0
1997-05-30|0.0
1997-06-11|0.0
1997-06-12|0.0
1997-06-19|0.0
1997-06-30|0.0
1997-07-10|0.0
1997-07-13|0.0
1997-07-15|0.0
1997-07-17|0.0
1997-07-20|0.0
1997-07-24|0.0
1997-07-27|0.0
1997-07-29|0.0
1997-07-31|0.0
1997-08-01|0.0
1997-08-07|0.0
1997-08-10|0.0
1997-08-14|0.0
1997-08-29|0.0
1997-09-01|0.0
1997-09-11|0.0
1997-09-18|0.0
1997-09-30|0.0
1997-10-09|0.0
1997-10-15|0.0
1997-10-16|0.0
1997-10-23|0.0
1997-10-26|0.0
1997-10-28|0.0
1997-10-31|0.0
1997-11-02|0.0
1997-11-06|0.0
1997-11-13|0.0
1997-11-28|0.0
1997-12-11|0.0
1997-12-12|0.0
1997-12-15|0.0
1997-12-18|0.0
1997-12-23|0.0
1997-12-24|0.0
1998-01-01|-0.06541832826905332
1998-01-15|0.0
1998-01-16|0.0
1998-01-22|0.0
1998-01-30|0.0
1998-02-06|0.0
1998-02-08|0.0
1998-02-12|0.0
1998-02-17|0.0
1998-02-19|0.0
1998-02-27|0.0
1998-02-28|0.0
1998-03-01|0.0
1998-03-05|0.0
1998-03-09|0.0
1998-03-12|0.0
1998-03-15|0.0
1998-03-19|0.0
1998-03-31|0.0
1998-04-09|0.0
1998-04-15|0.0
1998-04-16|0.0
1998-04-20|0.0
1998-04-30|0.0
1998-05-01|0.0
1998-05-07|0.0
1998-05-14|0.0
1998-05-29|0.0
1998-06-01|0.0
1998-06-11|0.0
1998-06-18|0.0
1998-06-28|0.0
1998-06-30|0.0
1998-07-09|0.0
1998-07-15|0.0
1998-07-16|0.0
1998-07-31|0.0
1998-08-06|0.0
1998-08-13|0.0
1998-08-30|0.0
1998-08-31|0.0
1998-09-06|0.0
1998-09-10|0.0
1998-09-17|0.0
1998-10-01|0.0
1998-10-06|0.0
1998-10-08|0.0
1998-10-15|0.0
1998-10-16|0.0
1998-10-19|0.0
1998-10-21|0.0
1998-10-23|0.0
1998-10-30|0.0
1998-11-01|0.0
1998-11-10|0.06248021870851517
1998-11-12|0.0
1998-11-19|0.0
1998-11-27|0.0
1998-12-01|0.0
1998-12-05|0.0
1998-12-06|0.0
1998-12-10|0.0
1998-12-17|0.0
1998-12-18|-0.4987429976463318
1998-12-24|0.0
1999-01-01|-0.052913007037392976
1999-01-04|0.0
1999-01-14|0.0
1999-01-18|0.0
1999-01-29|0.0
1999-02-04|0.0
1999-02-08|0.0
1999-02-09|-0.4998898208141327
1999-02-11|0.0
1999-02-18|0.0
1999-02-19|0.0
1999-02-24|0.0
1999-02-26|0.0
1999-03-02|0.0
1999-03-04|0.0
1999-03-08|0.0
1999-03-11|0.0
1999-03-26|0.0
1999-04-07|0.0
1999-04-08|0.0
1999-04-15|0.0
1999-04-19|0.0
1999-04-30|0.0
1999-05-13|0.0
1999-05-20|0.0
1999-05-28|0.0
1999-06-10|0.0
1999-06-17|0.0
1999-06-25|0.0
1999-07-07|0.0
1999-07-08|0.0
1999-07-09|-0.9999579191207886
1999-07-15|0.0
1999-07-19|0.0
1999-07-30|0.0
1999-08-12|0.0
1999-08-19|0.0
1999-08-27|0.0
1999-09-09|0.0
1999-09-15|0.0
1999-09-16|0.0
1999-09-24|0.0
1999-10-07|0.0
1999-10-11|0.0
1999-10-13|0.0
1999-10-14|0.0
1999-10-15|0.0
1999-10-29|0.0
1999-11-11|0.0
1999-11-12|0.0
1999-11-18|0.0
1999-11-26|0.0
1999-12-09|0.0
1999-12-16|0.0
1999-12-22|0.0
1999-12-24|0.0
